id_employee;age;nombre_experiences_precedentes;annees_dans_l_entreprise;satisfaction_employee_environnement;satisfaction_employee_nature_travail;satisfaction_employee_equipe;satisfaction_employee_equilibre_pro_perso;note_evaluation_actuelle;augementation_salaire_precedente;a_quitte_l_entreprise;nombre_participation_pee;nb_formations_suivies;nombre_employee_sous_responsabilite;distance_domicile_travail;niveau_education;annees_depuis_la_derniere_promotion;genre_M;statut_marital_Divorcé(e);statut_marital_Marié(e);departement_Consulting;departement_Ressources Humaines;poste_Consultant;poste_Directeur Technique;poste_Manager;poste_Représentant Commercial;poste_Senior Manager;poste_Tech Lead;domaine_etude_Entrepreunariat;domaine_etude_Infra & Cloud;domaine_etude_Marketing;domaine_etude_Ressources Humaines;domaine_etude_Transformation Digitale;frequence_deplacement_Frequent;ratio_surcharge_anciennete;satisfaction_globale_moyenne;delta_evaluation;tension_salaire
462;31;1;11;3;4;3;2;3;0.14;0;0;2;1;7;4;4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.08333333333333333;3.0;0;0.00022396416573348263
463;29;1;7;4;2;1;3;3;0.14;0;2;2;1;10;1;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.125;2.5;1;0.00019349377191921633
464;35;0;16;3;2;4;3;3;0.13;0;0;5;1;5;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0002099802371541502
465;23;1;4;3;4;3;2;3;0.12;0;2;2;1;26;1;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0006196213425129088
466;41;6;5;4;2;4;3;3;0.15;0;0;3;1;6;3;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;3.25;1;0.0002486325211337643
467;47;3;0;2;3;1;3;3;0.19;0;0;3;1;4;1;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.25;0;0.00036949949613705073
468;42;2;1;1;4;2;3;3;0.14;0;0;2;1;23;5;0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00010004376914900268
469;29;1;4;4;3;1;2;3;0.14;0;1;3;1;2;3;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.0003440860215053763
470;42;0;3;3;3;3;3;3;0.11;0;1;5;1;2;1;1;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;3.0;0;0.0007044864664441972
471;32;1;8;3;2;3;3;3;0.13;0;1;4;1;2;3;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0007169970476592155
473;48;3;0;1;3;2;1;4;0.21;0;1;3;1;29;1;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.75;1;0.0001519392243102759
474;37;4;7;3;1;1;3;3;0.13;0;2;2;1;6;3;6;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.125;2.0;-1;0.0002845188284518828
475;30;7;2;4;3;2;4;3;0.12;0;1;2;1;25;2;2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.25;0;0.00037998733375554147
476;26;1;8;3;3;2;3;3;0.17;0;1;3;1;1;3;7;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0002454219369454408
477;42;3;1;1;4;2;3;4;0.23;0;0;6;1;2;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;2;0.00025066352108522557
478;21;1;3;1;2;3;3;3;0.11;1;0;3;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.25;2.25;1;0.0008735632183908045
479;36;4;1;4;4;2;3;3;0.15;0;0;6;1;1;5;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0002254283137962128
481;36;4;13;1;4;1;3;3;0.11;0;1;2;1;3;4;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.25;1;0.00019587628865979381
482;57;2;3;4;3;3;3;3;0.11;0;0;2;1;1;4;1;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.00028123149792776787
483;40;3;7;4;3;3;3;3;0.13;0;1;3;1;10;4;1;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.125;3.25;-1;0.0007678410117434507
484;21;1;3;1;4;3;2;4;0.24;0;0;3;1;9;2;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;1;0.0006127920337035619
485;33;1;1;4;3;2;3;3;0.13;1;0;2;1;5;3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.5;3.0;0;0.0005960729312762973
486;37;6;5;3;1;2;3;4;0.2;0;1;3;1;10;3;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;1;0.0005792064871126556
487;46;2;1;3;3;3;4;3;0.14;0;0;2;1;7;4;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.25;0;0.0003042403498764023
488;41;1;8;1;2;3;3;3;0.18;1;0;5;1;4;3;7;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;2.25;0;0.00012825994014536128
491;50;6;4;4;4;4;3;3;0.15;0;0;2;1;10;3;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;1;0.00014289797084881395
492;40;2;6;3;3;1;3;3;0.12;1;2;6;1;22;2;1;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.14285714285714285;2.5;1;0.00028208744710860365
493;31;0;2;3;2;4;3;3;0.16;0;0;5;1;9;4;2;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3333333333333333;3.0;1;0.000526711813393529
494;21;1;1;3;2;4;3;3;0.15;1;0;0;1;12;3;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;-1;0.0005520794994479205
495;29;9;3;4;4;4;3;3;0.16;0;0;4;1;23;3;1;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.75;0;0.0006357856494096276
496;35;9;1;3;2;3;3;3;0.19;0;0;5;1;9;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.00016817000458645468
497;27;1;5;4;2;2;3;3;0.11;0;1;2;1;1;2;0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0004977731202515064
498;28;1;7;2;4;4;3;3;0.16;0;0;1;1;9;4;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.00026646364674533685
499;49;8;5;2;3;3;3;4;0.24;0;0;2;1;7;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;2;0.00014590552617180377
500;51;4;7;3;4;3;2;3;0.11;0;1;2;1;14;2;0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.00038484909864290053
501;36;4;2;4;3;2;3;3;0.13;0;1;3;1;2;3;2;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0006682389937106918
502;34;8;5;1;4;2;2;3;0.13;1;0;3;1;19;3;0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;2.25;-1;0.00032045240339302546
505;55;2;5;3;4;3;3;3;0.13;0;0;2;1;2;3;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;3.25;0;0.00010204081632653062
507;24;1;5;4;3;4;4;3;0.12;0;1;2;1;10;4;0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16666666666666666;3.75;0;0.0004224360478760854
508;30;1;1;3;2;1;3;3;0.18;0;1;3;1;2;1;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.25;0;0.0004844570044408559
510;26;0;6;3;1;3;3;4;0.22;1;0;2;1;3;1;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.5;1;0.0005800837898807605
511;22;1;2;1;2;4;3;3;0.13;0;1;1;1;11;3;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0;0.0007572383073496659
513;36;1;10;2;3;2;3;3;0.13;0;2;2;1;2;2;9;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;1;0.00022377254179281294
514;30;9;1;3;4;3;3;4;0.23;1;0;4;1;4;3;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.5;3.25;1;0.0007436570428696412
515;37;1;18;4;1;3;2;3;0.12;0;1;2;1;14;3;12;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.0005930807248764415
516;40;7;5;4;2;3;3;3;0.12;0;2;5;1;2;2;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0;0.00031490552834149754
517;42;3;5;2;1;2;3;3;0.16;0;1;5;1;1;4;1;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;0.000543267365153279
518;37;2;1;3;2;4;2;3;0.12;0;0;2;1;10;4;0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5;2.75;0;0.0004287756074321105
520;43;1;25;1;2;3;3;3;0.11;0;1;3;1;12;3;3;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.25;1;0.00013252423798563157
521;40;6;1;2;3;2;3;4;0.22;0;1;3;1;2;3;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;2;0.0005218904030153667
522;54;4;4;1;1;3;2;3;0.11;0;1;4;1;5;2;1;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.75;0;9.790281857061884e-05
523;34;9;3;3;3;1;3;3;0.15;0;1;3;1;4;4;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0;0.00022939287352806239
524;31;1;13;2;1;2;1;3;0.12;0;1;5;1;7;2;3;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.5;0;0.00041792430926398884
525;43;7;3;4;4;1;3;4;0.2;0;1;1;1;21;3;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;3.0;1;0.0008853474988933156
526;43;4;5;3;3;4;3;3;0.14;0;0;3;1;8;4;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;3.25;0;0.0003537475127128012
527;25;1;5;2;4;2;3;3;0.11;0;0;3;1;4;2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.75;1;0.00042335115864527626
529;37;3;13;2;3;1;3;3;0.15;0;2;2;1;25;5;10;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.07142857142857142;2.25;0;0.00033707865168539324
530;31;1;4;4;1;3;3;3;0.12;0;1;3;1;1;2;3;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0008111762054979721
531;39;1;21;2;3;3;3;3;0.14;0;1;3;1;1;1;1;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.045454545454545456;2.75;0;8.334201479320762e-05
532;56;9;7;3;1;4;2;3;0.11;0;3;0;1;6;3;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;-1;0.00014379777491864074
533;30;0;5;2;3;2;3;3;0.11;0;0;6;1;12;3;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00028884159318941926
534;41;1;10;2;1;3;3;3;0.16;0;1;2;1;1;3;0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.25;-1;0.00016680567139282733
536;28;1;10;3;1;4;3;3;0.12;0;1;2;1;17;2;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.00039482342618995397
538;25;5;2;1;1;3;3;3;0.13;1;1;5;1;3;3;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0;0.0004216269841269841
543;52;2;5;4;3;3;3;3;0.14;0;0;4;1;3;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.16666666666666666;3.25;1;0.00020075282308657465
544;45;3;2;1;4;4;2;4;0.21;0;2;3;1;10;2;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0007156308851224106
546;52;2;5;4;4;4;1;3;0.13;0;0;2;1;4;2;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;0.00010268180719980671
547;42;2;5;1;3;2;3;3;0.11;0;1;3;1;29;2;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.25;0;0.0004169409699363616
548;30;2;5;3;4;3;3;4;0.2;0;0;2;1;2;3;0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;3;0.00032829940906106366
549;60;5;29;1;1;4;1;3;0.11;0;0;5;1;7;3;11;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.75;0;9.710226401594521e-05
550;46;2;10;3;3;3;2;3;0.14;0;1;5;1;18;3;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.0003325711910205778
551;42;0;6;4;4;4;4;3;0.11;0;3;4;1;28;4;0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;4.0;1;0.00041998231653404063
554;24;1;5;1;2;2;3;3;0.16;1;0;4;1;1;1;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;2.0;0;0.0004370902279113331
555;34;0;2;4;3;4;2;3;0.16;1;1;3;1;6;2;1;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.25;2;0.0005952380952380952
556;38;1;1;4;4;3;3;4;0.23;0;1;3;1;2;2;0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.5;3.5;1;0.0009982384028185552
558;40;0;20;3;3;4;3;3;0.14;0;0;2;1;2;4;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;0;8.868196430550936e-05
560;26;1;3;1;4;2;1;4;0.22;0;2;3;1;23;3;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1;0.0006234845860755108
562;30;4;5;3;4;3;1;3;0.15;0;1;3;1;3;3;1;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0007149666348903718
564;29;1;10;2;3;3;3;3;0.18;0;0;2;1;3;4;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;1;0.00010053619302949063
565;29;5;2;3;2;2;4;3;0.16;1;0;2;1;25;5;1;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.75;1;0.0005496662740478995
566;19;1;1;1;4;3;4;3;0.12;1;0;3;1;2;2;0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1;0.0007017543859649123
567;30;0;9;3;1;3;3;3;0.11;0;0;3;1;22;4;7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.5;0;0.00022584096041840007
568;57;3;1;1;4;3;2;3;0.12;0;1;3;1;29;3;0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;1;0.00012748778242085133
569;50;0;27;2;3;2;3;3;0.15;0;1;2;1;29;4;15;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;1;8.799202205666686e-05
571;30;0;11;3;4;3;2;3;0.14;0;0;2;1;2;3;6;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.0006237816764132553
573;60;4;18;3;1;4;4;3;0.19;0;0;5;1;28;3;13;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;3.0;1;0.00010713937859160417
574;47;5;5;1;4;3;3;3;0.13;0;3;2;1;2;2;0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.75;0;0.00033523959771248273
575;46;6;3;1;3;3;1;3;0.13;0;0;2;1;2;3;0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0;9.517411264136155e-05
577;35;0;5;4;3;3;3;3;0.15;0;0;2;1;22;3;4;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;2;0.0003545261167572678
578;54;7;1;3;3;3;3;3;0.11;0;0;3;1;8;4;0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0;0.0005025125628140703
579;34;3;7;4;3;3;3;3;0.12;0;1;3;1;2;4;5;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;1;0.0006500541711809318
580;46;2;3;3;4;3;3;3;0.19;0;1;3;1;10;3;1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.25;3.25;1;0.00012125220458553793
581;31;1;13;3;2;4;4;4;0.25;0;1;6;1;9;1;0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.25;1;0.000140858296553667
582;33;7;7;2;3;4;4;3;0.12;1;0;2;1;15;1;7;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.125;3.25;0;0.00013224597751818382
584;33;7;4;1;4;1;3;3;0.13;1;3;2;1;10;1;1;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.25;2;0.0004986799647990613
585;30;0;3;4;2;1;3;3;0.14;0;0;3;1;7;1;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0;0.0005361930294906166
586;35;4;8;4;3;3;3;3;0.12;0;0;2;1;16;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1111111111111111;3.25;0;0.00023581815799816587
587;31;3;1;1;3;1;3;3;0.12;1;0;2;1;20;3;0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0;0.00018320610687022902
590;34;9;3;2;1;3;3;3;0.15;1;3;2;1;23;3;0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.25;2.25;0;0.00015073861923424781
591;42;4;2;2;3;4;3;3;0.17;0;1;4;1;5;2;2;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;0;0.0006208213944603628
592;36;1;10;2;4;4;2;3;0.14;0;0;3;1;10;4;9;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;0;0.00016030457869952908
593;22;5;2;3;3;3;3;3;0.16;1;0;3;1;4;1;1;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;1;0.0003594351732991014
595;48;2;9;2;4;1;3;3;0.14;0;1;2;1;2;5;6;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.5;0;0.0003948667324777887
597;55;3;10;1;2;4;3;4;0.23;0;0;2;1;18;5;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.5;1;0.00010097410311237823
599;41;7;14;4;4;4;3;3;0.14;0;0;3;1;10;2;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.75;0;0.0002567806130637137
600;35;9;11;2;3;3;3;3;0.11;0;0;2;1;1;3;6;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.75;0;0.00040271301398897834
601;40;7;20;2;3;3;3;3;0.15;0;0;3;1;6;3;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.75;0;0.0001133101676990482
602;39;1;8;3;3;1;3;3;0.11;0;1;3;1;8;1;0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.5;0;0.0005058572949946751
